Total_Stops,Price,journey_Month,Dep_hour,Arrival_hour,Duration_hours,Airline
1,4725,4,7,12,5,GoAir
1,9646,6,7,16,9,Multiple carriers
1,10262,6,19,4,8,Jet Airways
1,13364,4,21,9,12,Air Asia
2,12760,6,17,19,26,Air India
1,10844,5,20,9,13,Jet Airways
1,8854,5,9,1,16,IndiGo
1,13439,3,5,9,27,Air India
0,3873,4,6,9,2,SpiceJet
0,4823,4,7,10,2,IndiGo
2,13014,6,9,12,26,Jet Airways
2,16840,5,15,1,10,Jet Airways
1,14714,6,13,19,6,Jet Airways
1,13817,3,18,7,12,Jet Airways
1,7005,6,6,21,15,Multiple carriers
1,15135,3,9,18,9,Multiple carriers
2,12436,6,12,19,30,Air India
0,4050,5,10,11,1,Jet Airways
0,3943,5,10,13,2,IndiGo
2,13882,6,9,4,19,Jet Airways
0,4488,4,20,22,2,IndiGo
1,14151,6,20,9,13,Jet Airways
1,8614,6,7,19,11,Multiple carriers
1,8372,6,21,7,10,Air India
0,3971,4,9,12,2,Vistara
1,3574,6,19,23,4,IndiGo
1,10844,5,16,12,19,Jet Airways
1,7384,6,17,23,5,Air India
2,13292,6,5,4,22,Air India
1,13941,5,6,16,9,Vistara
2,13292,6,9,4,18,Air Asia
0,7229,5,15,18,2,Jet Airways
1,14571,6,6,16,9,Jet Airways
0,8040,6,7,8,1,Air India
0,4544,4,15,18,2,Jet Airways
1,9870,5,17,18,25,Vistara
1,15554,5,9,19,10,Jet Airways
1,4860,4,19,0,4,IndiGo
1,16162,3,4,12,8,IndiGo
0,4575,5,9,10,1,IndiGo
2,14120,5,16,12,19,Air India
0,15676,3,6,8,2,Air India
1,13044,6,21,9,12,Jet Airways
0,5769,6,8,11,3,Jet Airways
1,5883,6,18,1,6,Jet Airways
1,5830,6,8,13,4,SpiceJet
0,4544,4,8,11,3,Jet Airways
0,2227,5,22,0,1,Jet Airways
1,13941,5,18,10,15,Jet Airways
0,6015,6,14,17,3,IndiGo
0,5613,5,21,23,2,Vistara
0,5601,5,14,17,3,IndiGo
1,12121,5,9,9,24,Jet Airways
1,7618,6,7,21,14,Multiple carriers
2,13292,6,21,19,21,Jet Airways
1,7144,5,7,22,14,Vistara
1,14781,5,20,12,16,Jet Airways
1,6442,6,8,22,13,IndiGo
0,5601,6,5,8,3,IndiGo
0,3175,4,16,18,1,IndiGo
1,10197,5,8,19,11,Multiple carriers
0,3898,4,11,14,2,Air India
2,13591,6,20,19,23,Air India
1,9663,5,20,9,13,Jet Airways
1,13941,5,8,4,20,Jet Airways
2,10199,6,21,12,15,Jet Airways
1,12537,4,13,21,8,Multiple carriers
1,11841,5,21,10,12,Jet Airways
0,4319,5,9,12,2,SpiceJet
2,13014,6,5,19,13,IndiGo
0,6144,3,21,0,2,IndiGo
0,3873,4,6,9,2,SpiceJet
0,8016,6,15,18,2,Air India
1,9187,5,20,10,14,Vistara
1,5298,6,6,12,5,IndiGo
1,6218,5,18,23,5,Vistara
1,7189,5,21,3,5,Jet Airways
1,15764,3,9,4,18,Jet Airways
0,5613,4,17,19,2,Vistara
1,9856,5,7,22,15,Air India
1,31825,3,22,9,10,Jet Airways
1,10844,5,14,16,26,Jet Airways
0,8001,3,6,9,3,Vistara
1,10844,6,18,16,21,GoAir
1,6451,6,20,7,10,Air Asia
2,15129,5,23,4,29,Jet Airways
1,6412,6,16,22,6,IndiGo
0,8016,6,15,18,2,Jet Airways
1,5409,6,17,22,4,Air Asia
1,8119,3,20,23,26,Air Asia
1,10654,3,15,21,5,SpiceJet
1,27992,3,8,21,12,Jet Airways
1,9021,5,17,1,7,Multiple carriers
1,13401,6,20,18,21,Jet Airways
0,16000,3,2,4,1,IndiGo
1,6114,3,7,12,4,IndiGo
1,6442,5,7,22,14,IndiGo
0,5228,5,17,19,2,Air India
1,7933,6,13,21,8,Multiple carriers
1,12284,3,7,13,6,Jet Airways
1,6681,3,6,8,26,Air India
1,13377,6,10,1,15,Multiple carriers
2,14657,5,9,12,27,Jet Airways
0,4077,6,23,2,2,IndiGo
0,4804,6,15,17,2,IndiGo
1,7074,4,5,10,4,IndiGo
1,6795,6,15,1,10,SpiceJet
0,8855,3,18,21,2,IndiGo
2,13039,6,17,7,14,Air India
0,4050,6,2,4,1,IndiGo
0,7450,3,19,22,2,Vistara
0,3873,3,9,12,2,SpiceJet
1,10262,6,17,19,25,Jet Airways
1,10262,6,2,12,10,Jet Airways
1,6979,5,17,1,8,IndiGo
0,8033,3,21,0,2,IndiGo
1,4268,4,15,20,5,IndiGo
1,12681,4,18,4,9,Jet Airways
2,11883,5,5,23,17,Air India
0,3543,5,9,12,2,SpiceJet
1,10958,5,23,4,5,IndiGo
0,1965,4,5,7,1,SpiceJet
1,13817,3,22,16,17,Jet Airways
1,13941,5,8,19,11,Jet Airways
1,12384,5,9,18,8,IndiGo
1,5054,6,7,12,4,IndiGo
1,10577,6,16,4,12,Jet Airways
1,18581,6,8,19,11,Jet Airways
1,16736,3,20,7,11,Jet Airways
1,7480,6,12,9,20,Air India
0,4778,3,20,23,2,IndiGo
1,14086,3,18,1,7,Multiple carriers
1,7191,5,7,21,13,IndiGo
1,14781,5,16,4,12,Jet Airways
2,15318,6,20,4,8,Jet Airways
0,3540,5,5,7,2,IndiGo
1,7318,5,8,21,12,IndiGo
0,2017,6,13,14,1,SpiceJet
0,5769,6,7,10,3,Jet Airways
0,3100,6,6,7,1,Air India
1,14714,6,14,4,14,Jet Airways
0,5613,4,17,19,2,Air India
0,8040,3,6,8,1,Jet Airways
1,5281,6,7,12,5,GoAir
1,5883,6,17,1,8,SpiceJet
2,8834,3,19,4,33,Jet Airways
1,5298,5,6,12,5,IndiGo
1,12102,3,20,18,22,SpiceJet
1,8610,5,20,20,24,Vistara
2,9653,6,16,19,26,Air India
2,12604,3,18,18,24,Jet Airways
1,7198,6,19,1,6,Multiple carriers
0,4049,3,6,7,1,Jet Airways
1,7832,3,14,19,5,Jet Airways
1,19225,3,8,15,7,Jet Airways
2,11992,6,9,4,19,Jet Airways
1,6937,4,16,21,5,IndiGo
0,4911,4,22,0,2,SpiceJet
2,13014,6,5,19,13,Air Asia
1,7139,3,10,18,7,SpiceJet
2,10975,5,9,9,23,Multiple carriers
0,6121,5,13,16,2,Air India
1,13759,3,19,20,24,Jet Airways
2,10151,5,12,7,19,Air India
1,10539,6,9,18,8,Jet Airways
1,5135,4,10,19,9,GoAir
0,4174,4,20,22,2,IndiGo
1,13364,4,14,23,9,Jet Airways
1,12127,3,6,20,13,Air India
1,7927,6,7,9,25,Vistara
1,6943,5,15,1,10,Multiple carriers
0,4462,3,15,17,2,Jet Airways
0,8855,3,18,21,2,IndiGo
2,10697,5,8,21,13,Air India
1,6513,6,7,22,15,Multiple carriers
1,17261,3,11,10,22,Jet Airways
1,8283,5,19,1,6,Multiple carriers
1,4647,4,19,11,16,Air India
1,5636,6,2,7,5,IndiGo
0,5201,6,5,8,2,Air India
2,13014,6,5,4,22,Jet Airways
2,13243,5,10,1,15,Jet Airways
2,11432,5,9,5,20,Air India
1,10877,6,6,19,12,Multiple carriers
1,8662,5,17,10,17,Vistara
0,5678,5,19,21,1,Jet Airways
2,13376,6,6,4,21,Jet Airways
0,4332,5,11,14,2,IndiGo
1,11667,3,8,18,10,Multiple carriers
0,4483,4,23,2,2,Air Asia
0,4804,4,20,22,2,IndiGo
0,4049,5,9,10,1,IndiGo
0,4409,5,9,12,2,Air Asia
0,3873,6,6,9,2,SpiceJet
0,5000,5,5,8,3,IndiGo
1,10262,6,18,12,18,Multiple carriers
1,6593,6,16,21,5,IndiGo
1,15411,3,7,18,11,Multiple carriers
0,4409,4,10,12,2,Air Asia
2,10441,5,5,19,38,Air India
0,3943,5,6,8,2,IndiGo
0,3205,4,10,11,1,Jet Airways
0,3384,3,13,15,2,IndiGo
1,8099,6,9,19,10,Multiple carriers
0,3625,5,13,15,1,Air India
1,9274,5,16,1,9,IndiGo
0,7817,3,11,13,2,Air India
1,9187,5,17,9,16,Vistara
1,13587,6,2,11,9,Multiple carriers
0,4778,3,22,0,2,IndiGo
1,8765,3,9,1,16,Jet Airways
1,4943,3,8,23,14,Jet Airways
0,3625,6,5,8,2,SpiceJet
0,4823,6,7,10,2,IndiGo
2,10368,6,5,19,13,Jet Airways
1,9385,3,7,12,5,GoAir
0,3543,6,9,12,2,SpiceJet
0,4632,4,7,10,2,GoAir
0,7202,6,11,14,3,Jet Airways
2,13486,5,12,19,30,Air India
1,7927,6,20,9,12,Vistara
1,10203,5,10,20,10,Air India
1,11822,4,22,12,13,Jet Airways
1,10844,6,6,12,5,Jet Airways
0,6722,4,7,10,2,GoAir
1,11249,3,4,19,14,Multiple carriers
1,5073,4,20,1,5,GoAir
1,9187,5,17,10,17,Vistara
1,7005,6,8,21,12,IndiGo
1,8991,6,17,8,14,Air India
0,3597,6,14,17,2,IndiGo
0,6961,6,6,8,2,Air India
0,3971,4,5,8,2,SpiceJet
1,7618,6,7,21,14,Multiple carriers
0,3311,6,21,0,2,SpiceJet
1,10703,5,20,9,13,Jet Airways
0,3943,6,1,4,2,IndiGo
1,10262,6,22,19,20,Jet Airways
1,14714,6,21,19,21,Jet Airways
1,12898,5,17,4,10,Jet Airways
1,9134,3,8,18,10,Jet Airways
1,14178,6,6,4,22,Jet Airways
2,14237,6,18,4,10,Jet Airways
1,14067,5,11,1,14,Multiple carriers
1,7480,6,9,9,23,Air India
1,10844,5,18,12,17,Jet Airways
0,5964,3,19,22,2,Jet Airways
0,5613,4,21,23,2,Vistara
1,10844,5,16,4,12,Jet Airways
1,12524,6,8,19,10,Multiple carriers
1,11134,3,16,19,26,Multiple carriers
1,5069,4,8,13,4,IndiGo
2,13381,5,20,19,23,Air India
0,6860,3,20,23,2,SpiceJet
3,10703,6,5,19,38,Air India
0,5678,6,19,21,1,Jet Airways
0,3597,5,13,15,2,IndiGo
0,7229,5,18,22,3,Jet Airways
1,9663,5,21,12,14,Jet Airways
1,7514,6,6,16,9,IndiGo
1,10262,6,21,12,14,Jet Airways
2,6117,5,9,4,19,Air India
1,8073,5,17,1,8,Multiple carriers
1,9663,6,18,4,9,Jet Airways
1,7480,6,6,9,27,Air India
0,4804,6,15,17,2,IndiGo
1,5899,4,6,11,5,SpiceJet
1,8576,5,9,18,9,Air India
1,5458,6,20,1,5,IndiGo
1,14571,5,20,12,16,Jet Airways
0,6565,3,15,17,2,IndiGo
0,6961,6,13,16,2,Air India
0,4804,5,15,18,2,IndiGo
1,8529,6,18,12,17,Jet Airways
2,11701,5,22,19,21,Air India
2,16263,5,20,4,8,Air Asia
1,5761,3,6,12,5,IndiGo
1,25735,3,16,10,17,Jet Airways
2,10846,3,11,22,11,Air India
1,6442,6,8,22,13,IndiGo
0,2071,4,19,21,1,Jet Airways
1,7870,6,14,19,5,GoAir
2,16172,3,21,16,4,Air India
1,10786,5,7,19,11,Multiple carriers
1,14388,5,8,9,24,Jet Airways
1,6383,3,10,22,12,Air India
1,16289,5,7,19,11,Jet Airways
1,7408,6,13,21,8,Multiple carriers
0,4632,5,20,23,2,GoAir
0,3925,3,20,23,2,SpiceJet
2,15812,6,11,19,7,Jet Airways
0,3597,6,17,20,2,SpiceJet
0,3943,6,13,15,2,IndiGo
1,7575,5,11,19,7,Multiple carriers
0,4804,5,9,12,2,IndiGo
1,6386,6,2,7,5,IndiGo
3,13007,5,7,10,27,Air India
1,10678,6,4,19,14,Multiple carriers
1,5158,5,8,13,4,SpiceJet
2,16704,5,19,19,23,Jet Airways
2,12646,3,16,19,26,SpiceJet
2,9296,3,6,19,37,Jet Airways
1,10844,5,18,12,17,Jet Airways
1,22294,3,3,16,13,Air India
0,4544,4,6,8,2,Jet Airways
0,3597,5,14,17,2,IndiGo
1,13587,6,11,21,9,Multiple carriers
0,3419,6,0,3,2,IndiGo
1,10844,5,20,16,20,Jet Airways
1,13759,3,19,19,23,Jet Airways
1,4812,4,8,13,4,SpiceJet
0,4148,3,9,11,2,SpiceJet
1,10262,6,22,19,20,Jet Airways
2,13029,5,9,12,26,Jet Airways
1,14781,5,6,19,13,GoAir
1,10844,5,14,19,5,Jet Airways
1,13714,6,9,19,10,Air India
1,14053,3,19,18,23,Jet Airways
1,13044,6,20,9,13,Jet Airways
0,2050,3,15,16,1,Air India
1,7010,6,5,10,4,IndiGo
1,15603,3,7,15,8,Multiple carriers
1,13584,5,20,10,14,Jet Airways
1,5957,3,9,9,23,Air India
0,3873,4,22,0,2,SpiceJet
1,8610,5,7,18,11,Vistara
2,15129,5,9,4,18,Jet Airways
1,15554,5,21,4,6,Jet Airways
0,4107,6,19,22,2,Air Asia
1,9001,6,8,19,10,Multiple carriers
1,5351,4,6,11,5,SpiceJet
1,4957,6,17,22,4,SpiceJet
1,13587,6,11,21,9,Multiple carriers
1,10262,6,11,12,25,Jet Airways
1,7064,4,18,12,17,Jet Airways
1,5406,4,18,12,18,Jet Airways
2,12347,3,18,4,34,Jet Airways
1,8586,5,20,10,14,Jet Airways
1,13469,6,9,21,11,Jet Airways
1,6316,6,16,1,9,IndiGo
1,11467,5,17,19,26,Multiple carriers
1,12384,5,20,9,13,Jet Airways
0,3540,6,5,7,2,Air India
1,10413,5,10,20,10,Air India
0,8016,6,19,22,3,SpiceJet
1,10262,6,18,19,24,Jet Airways
1,12347,3,19,18,23,Jet Airways
0,4591,5,23,2,2,IndiGo
1,6558,3,7,22,14,IndiGo
1,8452,6,7,22,15,Vistara
2,11948,3,11,22,35,Air India
0,7120,6,23,2,2,Air Asia
1,10262,6,19,4,8,Jet Airways
0,6860,3,18,21,2,IndiGo
1,8283,5,19,1,6,Multiple carriers
1,14714,6,21,19,21,Jet Airways
1,13377,6,18,1,7,Multiple carriers
1,13044,6,16,10,17,Jet Airways
2,6494,3,7,21,13,IndiGo
0,3943,4,4,6,2,IndiGo
2,10368,6,5,4,22,Jet Airways
1,9646,5,9,18,8,SpiceJet
1,8586,5,14,4,14,Jet Airways
0,3943,4,21,0,3,IndiGo
1,13941,5,6,4,22,Jet Airways
1,6528,5,14,14,24,Air India
2,10368,6,9,12,26,Jet Airways
1,12681,4,18,23,28,Jet Airways
2,12009,6,7,5,22,Air India
1,14781,5,20,9,13,Jet Airways
0,7229,4,8,11,3,Jet Airways
1,10844,6,18,12,17,Jet Airways
1,14151,5,9,10,25,Jet Airways
1,11087,3,22,9,10,Jet Airways
0,4784,3,2,4,1,IndiGo
1,12373,5,2,4,26,Jet Airways
2,13355,3,19,10,15,Air India
1,16079,5,21,4,6,Jet Airways
1,9718,6,10,21,11,Multiple carriers
2,8005,3,5,13,7,Air India
0,7229,5,7,10,3,Jet Airways
1,8635,3,4,7,27,Air India
1,17057,3,17,1,8,Multiple carriers
1,13727,5,9,21,12,Multiple carriers
0,2050,3,21,22,1,Air India
1,13067,5,20,14,18,Jet Airways
0,7229,6,8,11,3,Jet Airways
1,10262,6,17,4,10,Jet Airways
1,10844,6,8,16,7,Jet Airways
2,18275,6,15,1,10,Multiple carriers
2,13033,5,10,1,15,Air India
2,14657,5,9,12,27,Jet Airways
1,14231,3,13,19,5,Jet Airways
1,18228,3,8,21,12,Multiple carriers
1,6442,6,6,16,9,IndiGo
1,4744,3,2,7,5,IndiGo
3,10703,6,5,19,38,Air India
1,10844,5,14,19,5,Jet Airways
1,13611,3,4,15,10,IndiGo
2,15129,5,19,19,23,Jet Airways
0,3398,6,11,14,2,IndiGo
0,4804,5,21,0,2,IndiGo
1,14714,6,22,19,20,Jet Airways
1,11087,3,5,10,4,Air India
1,12373,5,11,4,16,Jet Airways
2,16914,3,5,4,23,Jet Airways
0,4319,5,9,12,2,SpiceJet
1,6093,6,14,22,7,Multiple carriers
2,12592,5,9,13,28,Air India
1,3809,5,19,23,4,IndiGo
1,6857,6,6,10,3,Air Asia
0,4851,4,14,17,3,Vistara
1,7258,3,4,21,16,IndiGo
1,6152,6,7,15,7,Air Asia
1,8372,5,9,19,10,Air India
1,7832,3,14,10,20,Jet Airways
1,8907,6,20,23,26,Air India
0,8016,6,15,18,2,Jet Airways
1,8996,5,9,13,4,Air India
2,12802,5,9,13,28,Air India
1,9103,5,10,19,8,Multiple carriers
1,7438,3,23,4,5,Jet Airways
3,21829,3,11,21,9,Multiple carriers
0,8040,5,7,8,1,Jet Airways
0,2754,6,2,4,1,IndiGo
2,8839,5,17,9,16,Air India
0,3943,4,10,13,2,IndiGo
2,12723,6,5,8,27,Air India
1,13759,3,8,18,9,Multiple carriers
1,14781,5,6,16,9,Jet Airways
0,2754,5,2,4,1,IndiGo
2,10368,6,9,4,18,Jet Airways
1,5583,6,15,22,6,SpiceJet
1,8777,5,16,0,7,GoAir
0,4823,5,7,10,2,IndiGo
1,12373,5,18,12,18,Jet Airways
0,4804,6,20,22,2,IndiGo
2,19372,3,8,11,26,Air India
1,7005,6,11,21,9,Multiple carriers
0,3257,6,21,0,2,SpiceJet
2,13029,5,9,4,18,Jet Airways
0,4804,6,15,17,2,IndiGo
0,7229,4,6,8,2,Jet Airways
1,9627,5,8,19,10,Multiple carriers
1,7005,6,10,21,10,Multiple carriers
1,11467,5,9,19,9,Jet Airways
1,7480,5,6,9,27,Air India
1,12898,5,17,19,25,IndiGo
2,10441,6,19,19,23,Air India
0,5769,6,11,14,2,Jet Airways
1,16736,3,8,18,10,Jet Airways
0,3100,5,13,15,1,Air India
0,3597,6,13,15,2,IndiGo
0,5228,5,10,12,2,Air India
1,6937,3,7,12,4,IndiGo
0,4544,5,15,18,2,Jet Airways
1,11087,3,7,20,13,Jet Airways
0,4823,5,20,22,2,IndiGo
1,7268,6,12,19,6,Jet Airways
1,14388,5,20,12,16,Jet Airways
1,14781,5,20,4,8,Jet Airways
1,10406,3,16,21,4,IndiGo
0,4729,4,14,17,3,IndiGo
1,6093,6,7,21,13,IndiGo
1,8535,4,17,1,7,Multiple carriers
0,7229,5,6,8,2,Jet Airways
1,6587,6,5,6,25,Vistara
2,12723,5,5,12,30,Jet Airways
0,3175,6,16,18,1,IndiGo
1,9134,3,7,15,8,Jet Airways
2,10975,6,9,9,23,Air India
1,13377,6,18,1,7,Jet Airways
0,3850,5,7,10,2,IndiGo
0,3603,3,22,0,1,SpiceJet
1,10262,6,20,12,15,Jet Airways
1,13626,6,8,19,11,Jet Airways
1,12898,5,18,12,18,Jet Airways
1,14178,5,6,9,26,Jet Airways
2,11150,6,23,19,19,Jet Airways
0,3911,5,8,10,2,SpiceJet
2,14897,5,9,5,20,Air India
1,9646,6,9,16,6,Multiple carriers
1,10262,6,10,19,9,Jet Airways
0,4423,6,6,8,2,IndiGo
0,4319,4,5,8,2,SpiceJet
0,3687,5,7,9,2,Vistara
2,14300,6,18,12,18,Jet Airways
1,8366,5,9,7,22,Air India
2,24115,3,14,16,26,Jet Airways
1,17024,3,8,18,10,Jet Airways
1,9663,6,6,4,22,Jet Airways
1,11134,3,19,9,13,Jet Airways
1,10844,5,8,19,11,Jet Airways
1,10262,6,15,19,28,Jet Airways
1,9397,5,20,9,12,Vistara
2,13532,6,10,5,19,Air India
0,1965,5,5,7,1,SpiceJet
1,10203,5,20,8,12,Air India
1,19225,3,5,11,5,Jet Airways
2,14431,5,6,7,24,Air India
0,5964,3,19,22,2,Air Asia
1,14388,5,14,8,18,Jet Airways
1,10262,6,17,19,25,Jet Airways
0,2050,3,15,16,1,Air India
0,4050,3,19,21,1,Jet Airways
0,5613,4,17,19,2,Vistara
1,7832,3,18,7,13,Jet Airways
0,3841,6,22,0,2,SpiceJet
1,10844,5,18,19,24,Jet Airways
1,10844,5,21,16,19,Jet Airways
0,5403,4,11,14,2,Jet Airways
0,3597,6,19,21,2,IndiGo
1,14151,5,17,23,6,Jet Airways
1,6171,4,5,12,7,IndiGo
2,13013,6,10,19,8,Air India
1,9899,6,14,19,5,Jet Airways
1,11924,5,10,19,9,Jet Airways
1,8610,6,17,23,6,Vistara
0,5224,6,14,16,2,IndiGo
0,4668,6,9,12,2,Vistara
1,14533,5,8,19,11,Multiple carriers
1,6284,4,18,23,5,IndiGo
0,2754,6,1,3,1,IndiGo
1,6513,5,7,22,15,Multiple carriers
1,9663,5,21,4,7,Jet Airways
1,16079,5,18,19,24,Jet Airways
0,3841,6,17,19,2,SpiceJet
0,4823,5,18,21,2,IndiGo
1,16079,5,19,19,23,Jet Airways
1,10203,6,20,20,23,Air India
0,4049,6,6,7,1,IndiGo
1,7005,5,12,21,8,Air India
2,8291,3,7,21,14,Multiple carriers
1,5192,6,7,23,15,Air Asia
1,10844,6,18,18,23,Jet Airways
0,2017,6,5,7,1,SpiceJet
1,13377,6,16,1,9,Multiple carriers
1,16289,3,19,4,9,Jet Airways
0,6216,6,14,17,3,Air India
0,4804,5,4,7,2,IndiGo
1,9663,5,21,9,12,Jet Airways
0,3597,6,9,12,2,SpiceJet
2,22619,3,9,23,14,Air India
1,8085,6,20,23,27,Vistara
1,6540,3,9,4,18,Jet Airways
0,4030,5,11,14,2,Jet Airways
0,3597,6,17,20,2,SpiceJet
1,8372,5,13,19,6,Air India
1,12373,5,20,19,22,Jet Airways
0,5618,3,14,16,2,Multiple carriers
1,5162,4,6,10,3,Air Asia
2,13376,6,14,4,13,Jet Airways
1,9100,3,7,19,11,Multiple carriers
1,7480,6,20,9,12,Air India
1,11467,5,17,18,25,Jet Airways
1,6163,3,5,12,6,Jet Airways
1,7757,5,18,8,13,Air India
2,9254,3,5,19,38,Jet Airways
0,3873,6,9,11,2,SpiceJet
2,11942,5,18,19,24,Air India
1,7006,5,7,21,13,IndiGo
0,4804,4,15,17,2,IndiGo
1,9663,5,21,9,12,Jet Airways
0,4544,4,6,8,2,Jet Airways
2,13227,5,16,8,16,Air India
1,12173,3,20,12,16,Air India
0,3815,3,9,11,2,SpiceJet
2,11234,3,6,11,28,Air India
1,6218,5,18,23,5,IndiGo
2,9190,3,7,9,26,Jet Airways
0,4435,3,20,23,2,Air India
0,4668,5,7,9,2,Vistara
1,8085,6,20,20,24,Vistara
2,9706,3,12,7,19,Air India
1,8891,5,9,7,22,Air Asia
1,12295,3,9,16,6,Jet Airways
1,15554,5,7,19,11,Jet Airways
1,14323,5,11,19,7,Jet Airways
2,18797,3,13,16,3,Air India
0,4384,3,10,12,2,Air Asia
1,7341,5,17,18,25,Jet Airways
0,3625,6,5,8,2,SpiceJet
1,9345,5,20,18,22,Vistara
0,6092,3,13,15,1,Air India
1,5999,3,14,22,7,Multiple carriers
1,4226,6,6,10,4,IndiGo
1,13677,3,19,1,6,Multiple carriers
1,8767,3,17,3,10,Air India
1,14781,5,8,19,11,Jet Airways
0,4544,5,8,11,3,Jet Airways
1,11323,6,22,10,12,Jet Airways
1,13941,5,18,4,9,IndiGo
0,7229,4,6,8,2,Multiple carriers
0,4729,4,5,8,2,Air India
1,14848,6,8,19,11,Multiple carriers
1,11200,6,7,19,11,Multiple carriers
1,12284,3,8,16,7,Jet Airways
2,12819,3,9,4,42,Jet Airways
1,12373,5,21,4,6,Jet Airways
2,8892,3,13,7,18,Air India
2,7615,3,7,9,26,Air India
2,12515,3,6,9,26,Air India
2,12592,5,9,13,28,Air India
1,13378,3,11,19,7,Multiple carriers
0,3543,5,17,20,2,SpiceJet
0,3898,6,11,14,2,GoAir
1,5177,4,2,4,26,Jet Airways
0,2017,5,5,7,1,SpiceJet
2,12358,3,6,10,27,Air India
1,14153,3,13,22,9,Multiple carriers
1,10624,5,17,18,25,Vistara
1,7670,5,12,1,12,Multiple carriers
0,7652,3,5,8,2,Air Asia
0,4174,4,22,0,2,IndiGo
1,9187,5,17,10,17,Vistara
0,4823,4,18,21,2,IndiGo
1,9663,5,16,4,12,Jet Airways
2,8899,3,4,21,16,IndiGo
2,15170,5,16,12,19,Multiple carriers
0,5678,6,19,21,1,Jet Airways
1,10924,3,6,13,6,Air India
0,4823,4,7,10,2,IndiGo
2,15129,5,13,12,23,Jet Airways
1,13552,3,14,22,8,SpiceJet
1,16289,5,8,19,11,Jet Airways
0,6015,5,14,17,3,IndiGo
0,3543,6,8,10,2,Multiple carriers
1,6104,5,10,1,14,IndiGo
1,12898,5,19,4,9,Multiple carriers
0,4174,4,17,19,2,SpiceJet
1,10539,6,17,14,21,Jet Airways
0,3597,5,13,15,2,IndiGo
1,6959,6,20,4,8,Jet Airways
0,8855,3,20,22,2,IndiGo
1,5530,5,6,12,5,IndiGo
1,5797,6,15,1,10,Multiple carriers
1,12373,5,13,12,23,Jet Airways
2,13029,5,5,4,22,Jet Airways
1,5406,4,9,12,27,Jet Airways
0,7229,4,15,18,2,Jet Airways
0,6113,3,11,14,2,Jet Airways
2,13643,5,10,7,20,Air India
1,6628,6,15,1,10,IndiGo
1,11134,3,13,20,6,Multiple carriers
1,7923,5,16,1,9,IndiGo
0,4591,4,23,2,2,IndiGo
1,12242,3,13,4,15,Jet Airways
0,4030,5,6,8,2,Jet Airways
0,11598,3,21,0,2,Air India
1,5567,3,19,11,16,Jet Airways
1,15147,3,7,15,8,Multiple carriers
1,10198,3,16,0,7,GoAir
1,8781,5,11,17,5,Jet Airways
1,11264,5,6,19,13,Multiple carriers
1,8330,5,17,1,8,IndiGo
0,3919,4,5,8,2,SpiceJet
1,12898,5,14,12,22,Jet Airways
1,8405,5,11,1,13,Multiple carriers
0,4823,5,18,21,2,IndiGo
2,9443,6,16,19,26,Air India
1,5073,3,7,12,4,IndiGo
0,3419,6,7,10,2,Jet Airways
0,2175,5,22,0,1,SpiceJet
1,8452,5,7,22,15,Vistara
1,13727,5,15,1,10,Multiple carriers
1,8891,5,9,18,9,Air India
1,10262,6,18,12,18,Jet Airways
0,4174,4,15,18,2,IndiGo
1,6316,6,15,1,10,IndiGo
0,4107,4,19,22,2,SpiceJet
0,8016,6,11,14,2,Jet Airways
1,14871,3,8,15,7,IndiGo
1,6314,3,4,21,16,IndiGo
0,5755,3,9,10,1,IndiGo
0,3419,6,7,10,2,Jet Airways
2,9416,6,12,18,30,Air India
1,10844,5,20,18,22,Jet Airways
1,15764,3,16,4,12,Jet Airways
1,12898,5,20,12,15,Jet Airways
1,10943,3,21,19,22,IndiGo
0,3873,4,6,9,2,SpiceJet
0,4544,4,7,10,3,Jet Airways
1,6601,3,9,22,12,Multiple carriers
1,13731,6,8,4,20,Jet Airways
1,13817,3,22,10,11,Air India
1,79512,3,5,11,5,Jet Airways Business
1,8991,3,20,8,11,Air India
0,2071,3,15,17,1,Jet Airways
0,4823,4,7,10,2,IndiGo
2,10368,6,9,4,18,Jet Airways
1,14714,6,14,19,5,Jet Airways
2,12778,3,17,16,22,Air India
1,11622,6,9,19,9,IndiGo
1,10703,5,17,21,28,Jet Airways
1,9376,5,9,14,4,IndiGo
1,10844,6,8,19,11,Jet Airways
0,4668,5,7,9,2,Vistara
1,11003,3,10,11,24,Air India
1,5058,6,20,1,5,IndiGo
1,14781,5,16,4,12,Jet Airways
0,6015,5,5,8,3,IndiGo
1,8085,6,17,20,27,Vistara
1,7353,5,16,7,14,GoAir
0,3873,5,17,19,2,SpiceJet
2,7731,3,7,21,14,Multiple carriers
1,11532,3,2,8,5,IndiGo
1,5647,3,6,12,5,IndiGo
0,1759,3,22,0,1,SpiceJet
1,14781,5,21,10,12,Jet Airways
1,7144,5,8,22,13,IndiGo
1,14151,5,17,22,29,Jet Airways
0,4563,3,19,22,2,Vistara
1,10262,6,7,12,5,Jet Airways
0,7229,4,18,22,3,Jet Airways
1,22794,3,14,19,5,GoAir
1,6093,6,6,21,14,Jet Airways
0,6565,3,9,12,2,IndiGo
0,5601,6,5,8,3,IndiGo
1,6582,6,7,12,5,IndiGo
0,7229,5,17,20,3,Jet Airways
2,12121,6,13,7,18,Air India
1,15135,3,11,18,7,Multiple carriers
0,3597,6,17,20,2,SpiceJet
0,5277,3,22,0,2,IndiGo
